,UID,payment_date,amount,YEAR,MONTH,DAY
12686,29533552,2019-03-21 02:19:42,500,2018,1,19
12687,29533552,2019-08-15 22:29:26,500,2018,6,15
12689,29533552,2019-10-25 06:44:31,500,2018,8,25
12690,29533552,2019-05-06 02:38:31,500,2018,3,6
12691,29533552,2019-05-06 02:38:31,500,2018,3,6
12692,29533552,2019-04-13 04:36:25,500,2018,2,11
12693,29533552,2019-02-13 03:08:29,500,2017,12,14
12694,29533552,2019-05-30 01:40:27,500,2018,3,30
12695,29533552,2019-01-02 02:50:23,500,2017,11,2
12696,29533552,2018-12-01 04:03:59,500,2017,10,1
12697,29533552,2019-02-27 02:08:09,500,2017,12,28
12698,29533552,2019-03-05 04:27:32,500,2018,1,3
12699,29533552,2019-03-08 19:30:12,300,2018,1,6
12700,29533552,2019-03-13 06:01:13,500,2018,1,11
12701,29533552,2019-01-18 05:04:32,300,2017,11,18
12702,29533552,2018-05-16 01:55:47,500,2017,3,16
12703,29533552,2018-06-01 17:49:13,500,2017,4,1
12704,29533552,2018-06-09 04:01:16,500,2017,4,9
12705,29533552,2018-06-23 02:30:11,300,2017,4,23
12706,29533552,2018-07-01 18:16:09,500,2017,5,1
12707,29533552,2018-07-07 20:53:58,300,2017,5,7
12708,29533552,2018-05-03 03:57:27,500,2017,3,3
12709,29533552,2018-05-04 19:50:24,500,2017,3,4
12710,29533552,2018-05-04 19:51:24,150,2017,3,4
12711,29533552,2018-05-07 02:37:10,300,2017,3,7
12712,29533552,2018-05-08 02:30:51,300,2017,3,8
12713,29533552,2018-05-09 02:58:27,500,2017,3,9
12714,29533552,2018-04-10 02:11:56,500,2017,2,8
12715,29533552,2018-04-14 22:02:06,500,2017,2,12
12716,29533552,2018-04-17 02:07:25,500,2017,2,15
12717,29533552,2018-04-19 07:44:07,500,2017,2,17
12719,29533552,2018-05-03 02:25:56,500,2017,3,3
12720,29533552,2018-03-12 03:52:36,500,2017,1,10
12721,29533552,2018-03-17 00:20:38,500,2017,1,15
12722,29533552,2018-03-22 07:28:40,500,2017,1,20
12723,29533552,2018-12-13 02:46:56,500,2017,10,13
12724,29533552,2018-12-16 04:40:01,500,2017,10,16
12725,29533552,2018-04-07 12:03:12,500,2017,2,5
12726,29533552,2018-09-05 02:30:24,500,2017,7,6
12727,29533552,2018-10-06 12:11:26,500,2017,8,6
12728,29533552,2018-10-16 03:18:43,500,2017,8,16
12729,29533552,2018-03-03 08:44:49,500,2017,1,1
12730,29533552,2018-03-08 07:54:42,500,2017,1,6
12731,29533552,2018-03-10 01:31:31,350,2017,1,8
12732,45377355,2019-11-01 20:29:32,50,2018,9,1
12734,45377355,2019-10-30 03:14:21,50,2018,8,30
12757,45271818,2018-11-06 07:31:11,300,2017,9,6
12768,45271818,2018-11-06 07:30:41,400,2017,9,6
12788,45271818,2019-06-04 19:30:21,150,2018,4,4
12841,45271818,2018-07-06 05:12:35,50,2017,5,6
12872,45271818,2018-07-06 04:52:00,50,2017,5,6
12962,45240251,2018-10-03 02:01:30,500,2017,8,3
12963,45240251,2018-03-23 06:26:43,50,2017,1,21
12964,45240251,2018-03-23 06:26:45,50,2017,1,21
12965,45240251,2018-03-25 01:56:57,500,2017,1,23
12966,45240251,2018-09-04 22:57:16,500,2017,7,5
12967,45240251,2018-09-10 22:48:39,150,2017,7,11
12968,45240251,2018-09-11 03:36:41,500,2017,7,12
12969,45240251,2018-09-12 01:31:55,500,2017,7,13
12970,45240251,2018-09-14 01:13:25,500,2017,7,15
12971,45240251,2018-09-21 04:39:29,500,2017,7,22
12973,45244573,2018-03-05 03:32:22,50,2017,1,3
12974,45244573,2018-08-11 23:35:22,150,2017,6,11
12975,45244573,2018-08-11 23:39:06,50,2017,6,11
12979,45244573,2019-10-04 18:39:01,150,2018,8,4
12980,45244573,2019-10-07 03:09:39,150,2018,8,7
12983,45244573,2019-11-28 04:19:10,500,2018,9,28
12984,45244573,2019-09-07 05:48:13,50,2018,7,8
12985,45244573,2019-09-10 02:00:38,50,2018,7,11
12986,45244573,2019-09-10 02:05:32,50,2018,7,11
12987,45244573,2019-10-04 18:35:49,50,2018,8,4
12991,45244573,2018-11-02 04:26:15,300,2017,9,2
12992,45244573,2019-11-07 03:51:37,150,2018,9,7
12996,45244573,2018-11-01 03:56:48,500,2017,9,1
13000,45244573,2019-08-01 15:13:56,500,2018,6,1
13008,45244573,2019-05-12 01:17:57,500,2018,3,12
13009,45244573,2019-03-23 20:24:10,500,2018,1,21
13011,45244573,2019-08-23 01:51:16,150,2018,6,23
13013,45244573,2019-05-11 00:50:51,500,2018,3,11
13014,45244573,2019-04-06 23:22:42,500,2018,2,4
13015,45244573,2019-04-19 02:15:26,500,2018,2,17
13016,45244573,2019-05-11 00:50:51,500,2018,3,11
13019,45244573,2018-12-03 04:32:52,500,2017,10,3
13020,45244573,2018-12-30 01:31:22,50,2017,10,30
13021,45244573,2019-03-02 03:10:30,500,2017,12,31
13026,45244573,2018-06-21 04:04:13,150,2017,4,21
13030,45244573,2018-05-04 09:09:15,500,2017,3,4
13032,45244573,2018-05-12 00:01:11,150,2017,3,12
13033,45244573,2018-05-18 19:25:47,300,2017,3,18
13037,45244573,2018-04-27 20:58:43,150,2017,2,25
13040,45244573,2018-04-30 20:57:27,500,2017,2,28
13043,45244573,2018-04-25 02:50:27,350,2017,2,23
13044,45244573,2018-04-25 02:58:29,150,2017,2,23
13045,45244573,2018-04-26 01:15:46,300,2017,2,24
13046,45244573,2018-04-26 01:18:22,450,2017,2,24
13048,45244573,2018-04-09 23:46:12,500,2017,2,7
13049,45244573,2018-04-16 03:05:03,500,2017,2,14
13050,45244573,2018-04-17 06:09:26,300,2017,2,15
13052,45244573,2018-04-20 04:04:08,300,2017,2,18
13053,45244573,2018-04-20 04:04:48,300,2017,2,18
13058,45244573,2018-04-08 19:05:05,500,2017,2,6
13061,45244573,2018-09-04 20:57:39,50,2017,7,5
13062,45244573,2018-09-04 20:58:20,50,2017,7,5
13065,45244573,2018-12-09 23:55:04,500,2017,10,9
13071,45259835,2018-04-01 06:48:24,500,2017,1,30
13073,45259835,2018-04-04 07:25:24,300,2017,2,2
13074,45259835,2018-04-07 06:39:34,500,2017,2,5
13075,45259835,2018-04-12 10:50:30,500,2017,2,10
13076,45259835,2018-04-14 05:55:22,350,2017,2,12
13077,45259835,2019-10-21 03:22:37,50,2018,8,21
13078,45259835,2019-03-08 10:30:26,50,2018,1,6
13079,45259835,2019-03-08 10:32:06,150,2018,1,6
13080,45259835,2019-03-08 13:04:34,300,2018,1,6
13081,45259835,2019-01-09 07:54:58,150,2017,11,9
13082,45259835,2019-09-29 02:00:10,90,2018,7,30
13083,45259835,2019-09-29 21:07:43,90,2018,7,30
13084,45259835,2019-04-01 22:20:09,50,2018,1,30
13085,45259835,2019-04-05 08:58:11,150,2018,2,3
13086,45259835,2019-03-23 15:11:08,150,2018,1,21
13087,45259835,2019-03-23 16:17:32,150,2018,1,21
13088,45259835,2019-03-26 01:13:05,150,2018,1,24
13089,45259835,2019-03-28 05:32:39,150,2018,1,26
13090,45259835,2019-03-06 03:24:42,150,2018,1,4
13091,45259835,2019-01-25 04:29:39,300,2017,11,25
13092,45259835,2019-01-26 12:13:08,150,2017,11,26
13093,45259835,2019-04-01 02:13:02,500,2018,1,30
13094,45259835,2019-04-01 06:25:56,150,2018,1,30
13095,45259835,2019-04-01 07:57:06,50,2018,1,30
13096,45267084,2018-03-13 05:46:57,300,2017,1,11
13100,45267084,2018-07-31 02:52:08,300,2017,5,31
13101,45267084,2018-08-10 01:48:54,300,2017,6,10
13102,45267084,2019-10-04 05:58:15,300,2018,8,4
13103,45267084,2019-10-05 03:36:09,400,2018,8,5
13105,45267084,2019-09-11 15:48:02,500,2018,7,12
13106,45267084,2019-09-12 05:56:26,300,2018,7,13
13107,45267084,2019-09-13 02:49:33,300,2018,7,14
13109,45267084,2019-10-04 05:57:16,300,2018,8,4
13110,45267084,2019-09-06 23:24:00,300,2018,7,7
13111,45267084,2019-09-07 23:07:25,500,2018,7,8
13112,45267084,2019-09-08 23:05:45,450,2018,7,9
13114,45267084,2019-09-09 21:47:52,300,2018,7,10
13115,45267084,2019-09-10 06:30:43,400,2018,7,11
13116,45267084,2019-09-16 04:04:43,350,2018,7,17
13117,45267084,2019-09-17 01:25:36,300,2018,7,18
13118,45267084,2019-09-19 02:13:48,400,2018,7,20
13119,45267084,2019-09-20 16:09:14,300,2018,7,21
13120,45267084,2019-09-21 22:50:10,300,2018,7,22
13121,45267084,2019-09-06 23:23:11,300,2018,7,7
13122,45267084,2019-04-14 05:58:17,300,2018,2,12
13123,45267084,2019-04-16 03:17:35,300,2018,2,14
13125,45267084,2019-09-13 21:10:06,450,2018,7,14
13126,45267084,2019-09-15 05:59:35,300,2018,7,16
13127,45267084,2019-09-15 22:59:59,150,2018,7,16
13129,45267084,2019-06-09 21:14:40,450,2018,4,9
13131,45267084,2019-08-09 15:58:45,300,2018,6,9
13132,45267084,2019-08-09 16:03:32,350,2018,6,9
13133,45267084,2019-04-13 09:08:32,300,2018,2,11
13134,45267084,2018-11-01 06:23:17,150,2017,9,1
13135,45267084,2018-11-02 15:54:24,150,2017,9,2
13136,45267084,2018-11-03 00:04:11,150,2017,9,3
13137,45267084,2018-11-06 03:31:12,300,2017,9,6
13138,45267084,2018-11-09 03:08:13,300,2017,9,9
13139,45267084,2018-11-10 22:22:29,150,2017,9,10
13141,45267084,2019-08-07 00:19:05,300,2018,6,7
13142,45267084,2019-08-08 03:06:26,300,2018,6,8
13144,45267084,2019-10-03 02:29:08,300,2018,8,3
13146,45267084,2019-03-12 23:30:07,450,2018,1,10
13147,45267084,2019-03-13 23:54:25,300,2018,1,11
13148,45267084,2019-03-13 23:55:12,400,2018,1,11
13149,45267084,2019-03-14 22:05:06,400,2018,1,12
13150,45267084,2019-03-15 20:59:18,150,2018,1,13
13151,45267084,2019-03-16 23:06:06,150,2018,1,14
13152,45267084,2019-03-24 03:00:52,400,2018,1,22
13153,45267084,2019-03-24 20:16:43,300,2018,1,22
13154,45267084,2019-03-26 03:42:23,300,2018,1,24
13155,45267084,2019-03-28 07:04:43,150,2018,1,26
13158,43259088,2018-07-01 09:03:30,500,2017,5,1
13166,43259088,2018-06-01 04:05:05,500,2017,4,1
13175,43259088,2018-05-01 20:47:57,500,2017,3,1
13176,4641696,2018-06-22 11:03:46,150,2017,4,22
13177,4641696,2018-06-23 23:26:14,150,2017,4,23
13178,4641696,2018-06-24 22:07:47,150,2017,4,24
13180,4641696,2018-12-03 00:42:12,500,2017,10,3
13182,4641696,2019-10-26 07:03:01,300,2018,8,26
13187,34691776,2018-04-07 05:16:37,500,2017,2,5
13199,34695312,2018-03-11 04:09:28,500,2017,1,9
13203,34695312,2019-10-02 23:35:53,350,2018,8,2
13204,34695312,2019-11-05 23:49:35,500,2018,9,5
13206,34695312,2019-09-08 01:49:10,500,2018,7,9
13209,34695312,2019-07-03 02:16:35,500,2018,5,3
13210,34695312,2019-07-05 04:59:31,500,2018,5,5
13211,34695312,2019-07-06 17:06:33,500,2018,5,6
13214,34695312,2019-01-27 06:51:13,500,2017,11,27
13216,34695312,2019-02-02 07:46:40,500,2017,12,3
13220,34695312,2019-05-08 23:27:01,500,2018,3,8
13221,34695312,2019-05-15 17:19:21,500,2018,3,15
13223,34695312,2019-03-21 21:39:16,500,2018,1,19
13226,34695312,2019-04-07 03:32:31,500,2018,2,5
13227,34695312,2019-04-07 23:49:11,500,2018,2,5
13228,34695312,2019-04-07 23:58:51,500,2018,2,5
13235,34695312,2019-05-08 23:27:01,500,2018,3,8
13247,34695312,2019-01-04 19:06:58,500,2017,11,4
13251,34695312,2019-03-03 08:06:11,500,2018,1,1
13252,34695312,2019-02-05 03:17:56,500,2017,12,6
13253,34695312,2019-02-06 07:20:14,500,2017,12,7
13256,34695312,2018-05-11 03:22:09,500,2017,3,11
13265,34695312,2018-04-22 04:21:32,500,2017,2,20
13267,43841008,2018-09-21 05:42:28,300,2017,7,22
13269,43841008,2018-10-03 02:21:32,300,2017,8,3
13270,43841008,2018-10-03 07:18:42,300,2017,8,3
13321,3988048,2018-06-23 15:55:53,150,2017,4,23
13322,3988048,2018-06-23 19:04:19,300,2017,4,23
13323,3988048,2018-06-25 23:00:00,300,2017,4,25
13331,3988048,2018-12-08 22:22:38,500,2017,10,8
13339,14440912,2018-03-04 02:00:56,300,2017,1,2
13340,14440912,2018-03-05 07:05:32,300,2017,1,3
13345,14440912,2019-10-06 06:25:27,500,2018,8,6
13349,14440912,2019-09-08 05:06:27,500,2018,7,9
13350,14440912,2019-10-26 07:54:16,500,2018,8,26
13352,14440912,2018-07-18 07:20:14,350,2017,5,18
13353,14440912,2018-07-18 07:21:45,500,2017,5,18
13354,14440912,2019-11-27 05:46:19,500,2018,9,27
13355,14440912,2019-08-24 01:29:21,500,2018,6,24
13356,14440912,2019-10-06 06:23:33,500,2018,8,6
13358,14440912,2019-05-20 06:50:56,300,2018,3,20
13359,14440912,2019-07-28 04:38:42,500,2018,5,28
13360,14440912,2019-08-03 09:45:49,500,2018,6,3
13361,14440912,2019-08-10 04:57:48,500,2018,6,10
13363,14440912,2019-07-07 00:09:20,350,2018,5,7
13364,14440912,2019-07-09 08:43:35,500,2018,5,9
13365,14440912,2018-11-03 06:03:00,500,2017,9,3
13369,14440912,2019-01-05 20:29:24,500,2017,11,5
13370,14440912,2019-06-17 07:46:37,500,2018,4,17
13371,14440912,2019-03-23 07:36:10,500,2018,1,21
13372,14440912,2019-03-23 07:37:08,500,2018,1,21
13373,14440912,2019-10-03 06:04:21,500,2018,8,3
13374,14440912,2019-10-03 06:05:54,500,2018,8,3
13375,14440912,2019-07-18 07:49:00,500,2018,5,18
13376,14440912,2019-07-21 04:00:13,500,2018,5,21
13377,14440912,2019-01-05 05:08:03,500,2017,11,5
13378,14440912,2019-01-05 05:09:05,500,2017,11,5
13379,14440912,2019-01-05 05:10:18,500,2017,11,5
13380,14440912,2019-01-05 05:11:25,500,2017,11,5
13381,14440912,2019-02-09 07:17:54,500,2017,12,10
13382,14440912,2019-02-09 07:18:51,500,2017,12,10
13383,14440912,2019-02-09 07:45:32,500,2017,12,10
13384,14440912,2019-02-11 06:02:43,500,2017,12,12
13385,14440912,2019-02-11 06:03:33,500,2017,12,12
13386,14440912,2019-03-17 01:02:29,150,2018,1,15
13388,14440912,2018-03-16 09:35:54,500,2017,1,14
13391,14440912,2019-04-03 06:46:16,150,2018,2,1
13395,14440912,2018-12-28 01:38:46,500,2017,10,28
13396,14440912,2018-12-28 03:57:30,500,2017,10,28
13397,14440912,2018-12-29 19:30:28,150,2017,10,29
13398,14440912,2019-04-19 05:17:15,500,2018,2,17
13400,14440912,2018-04-26 06:45:57,300,2017,2,24
13403,14440912,2018-04-29 04:01:29,450,2017,2,27
13404,14440912,2018-05-09 09:08:36,400,2017,3,9
13409,14440912,2018-04-16 06:38:45,500,2017,2,14
13410,14440912,2018-04-17 06:56:32,500,2017,2,15
13411,14440912,2018-04-03 22:45:51,500,2017,2,1
13415,14440912,2018-12-06 04:06:57,500,2017,10,6
13416,14440912,2018-12-17 05:48:54,500,2017,10,17
13422,14440912,2018-04-02 10:43:16,500,2017,1,31
13424,14440912,2018-10-28 01:22:16,300,2017,8,28
13425,14440912,2018-03-21 07:44:04,500,2017,1,19
13426,14440912,2018-03-24 08:26:59,500,2017,1,22
13427,14440912,2018-03-24 23:17:59,500,2017,1,22
13428,14440912,2018-03-28 08:43:44,500,2017,1,26
13429,14440912,2018-10-10 08:25:11,500,2017,8,10
13430,14440912,2018-10-11 08:34:32,150,2017,8,11
13431,14440912,2018-10-15 08:04:37,150,2017,8,15
13432,14440912,2018-10-16 06:42:18,500,2017,8,16
13434,14440912,2018-10-18 06:54:48,500,2017,8,18
13435,14440912,2018-09-27 04:05:45,300,2017,7,28
13437,14440912,2018-10-04 05:30:46,400,2017,8,4
13438,14440912,2018-10-04 05:31:47,300,2017,8,4
13440,14440912,2018-10-06 04:51:20,500,2017,8,6
13444,14440912,2018-09-01 20:23:35,300,2017,7,2
13446,14440912,2018-09-21 06:51:23,500,2017,7,22
13447,44935968,2019-05-12 15:46:02,500,2018,3,12
13449,44935968,2019-06-04 06:21:52,750,2018,4,4
13453,44935968,2019-10-02 22:41:29,500,2018,8,2
13455,44935968,2019-05-20 04:35:06,150,2018,3,20
13456,44935968,2019-05-20 04:36:10,50,2018,3,20
13458,45040768,2019-08-18 00:49:57,50,2018,6,18
13459,45040768,2019-08-18 00:50:50,90,2018,6,18
13460,45040768,2019-08-23 05:53:50,50,2018,6,23
13461,45040768,2019-08-14 23:25:32,50,2018,6,14
13462,45040768,2019-08-14 23:26:39,50,2018,6,14
13463,45040768,2019-09-30 07:14:03,50,2018,7,31
13464,45040768,2019-10-04 06:38:14,90,2018,8,4
13465,45040768,2019-10-05 22:38:24,90,2018,8,5
13466,45040768,2019-10-05 22:42:28,50,2018,8,5
13467,45040768,2019-09-18 23:01:28,90,2018,7,19
13468,45040768,2019-09-11 07:39:08,90,2018,7,12
13472,45142908,2019-09-09 22:20:58,500,2018,7,10
13473,45142908,2019-10-12 01:21:11,500,2018,8,12
13476,1413088,2018-08-01 05:16:59,150,2017,6,1
13477,1413088,2018-08-17 00:47:41,150,2017,6,17
13478,1413088,2018-09-16 22:44:00,500,2017,7,17
13479,1413088,2018-10-02 22:02:43,500,2017,8,2
13481,1413088,2018-10-26 23:36:44,500,2017,8,26
13482,1413088,2019-09-02 04:23:40,150,2018,7,3
13484,1413088,2019-10-15 22:17:24,500,2018,8,15
13486,1413088,2019-06-09 23:30:00,300,2018,4,9
13487,1413088,2018-07-22 00:02:19,150,2017,5,22
13490,1413088,2019-09-02 04:20:26,50,2018,7,3
13492,1413088,2018-11-08 22:59:32,500,2017,9,8
13494,1413088,2019-05-20 22:05:59,150,2018,3,20
13501,1413088,2018-10-27 04:32:09,500,2017,8,27
13504,1413088,2019-04-11 20:29:51,300,2018,2,9
13505,1413088,2019-04-11 20:30:43,300,2018,2,9
13512,1413088,2019-01-13 03:38:06,50,2017,11,13
13515,1413088,2018-07-06 22:10:51,500,2017,5,6
13516,1413088,2018-07-08 21:06:12,500,2017,5,8
13517,1413088,2018-11-29 04:33:00,500,2017,9,29
13522,1413088,2018-05-06 09:22:16,500,2017,3,6
13523,1413088,2018-05-31 04:12:34,500,2017,3,31
13526,1413088,2018-06-16 05:27:17,500,2017,4,16
13527,1413088,2018-03-29 22:37:44,500,2017,1,27
13533,1413088,2018-11-25 22:02:45,500,2017,9,25
13534,1413088,2018-11-25 22:04:32,500,2017,9,25
13536,1413088,2018-03-19 21:29:02,500,2017,1,17
13540,1413088,2018-03-14 20:43:40,500,2017,1,12
13543,1413088,2018-11-13 04:49:25,500,2017,9,13
13549,44443664,2018-08-31 17:35:05,500,2017,7,1
13582,44443664,2019-01-02 05:13:33,500,2017,11,2
13585,44443664,2019-01-10 06:43:37,500,2017,11,10
13586,44443664,2019-01-14 18:18:07,500,2017,11,14
13596,44443664,2018-12-26 01:09:22,500,2017,10,26
13604,44443664,2018-12-03 22:57:03,500,2017,10,3
13619,44443664,2018-10-30 21:23:54,500,2017,8,30
13652,15985632,2018-07-26 07:17:12,300,2017,5,26
13653,15985632,2018-08-22 03:48:41,500,2017,6,22
13655,15985632,2018-08-24 19:54:38,300,2017,6,24
13656,15985632,2018-08-24 20:03:17,300,2017,6,24
13657,15985632,2018-09-20 04:49:08,500,2017,7,21
13658,15985632,2018-07-20 07:56:00,500,2017,5,20
13659,15985632,2019-09-11 03:52:42,300,2018,7,12
13660,15985632,2019-10-15 23:36:12,300,2018,8,15
13661,15985632,2019-07-22 17:40:22,300,2018,5,22
13662,15985632,2019-02-06 17:23:18,300,2017,12,7
13663,15985632,2019-01-02 18:05:54,500,2017,11,2
13664,15985632,2019-04-03 22:35:55,300,2018,2,1
13665,15985632,2019-03-08 01:06:26,300,2018,1,6
13666,15985632,2019-06-18 07:53:31,300,2018,4,18
13667,15985632,2019-05-22 17:00:26,300,2018,3,22
13668,15985632,2018-04-19 03:58:32,300,2017,2,17
13669,15985632,2018-04-22 01:28:17,300,2017,2,20
13670,15985632,2018-05-18 21:05:06,150,2017,3,18
13671,15985632,2018-05-29 20:35:23,500,2017,3,29
13672,15985632,2018-06-05 21:57:27,300,2017,4,5
13673,15985632,2018-06-17 02:17:57,300,2017,4,17
13674,15985632,2018-10-08 06:57:49,300,2017,8,8
13675,15985632,2018-10-14 02:00:46,300,2017,8,14
13676,15985632,2018-10-27 06:07:41,300,2017,8,27
13677,15985632,2018-03-20 04:17:45,300,2017,1,18
13678,15985632,2018-04-04 05:25:44,300,2017,2,2
13679,15985632,2018-04-11 06:34:42,300,2017,2,9
13682,16134464,2018-04-21 16:26:46,500,2017,2,19
13687,15244240,2019-03-30 17:01:12,300,2018,1,28
13688,15244240,2019-07-08 08:10:57,300,2018,5,8
13689,15244240,2019-11-13 03:52:49,300,2018,9,13
13704,24530896,2019-08-29 05:07:06,600,2018,6,29
13713,24530896,2019-09-27 15:48:16,600,2018,7,28
13718,24530896,2019-06-20 04:26:24,300,2018,4,20
13719,24530896,2019-06-20 04:32:27,300,2018,4,20
13721,24530896,2018-12-22 02:16:32,25,2017,10,22
13748,32117264,2019-06-03 02:21:58,500,2018,4,3
13762,32117264,2019-06-06 02:28:41,750,2018,4,6
13772,45177204,2018-10-26 11:31:45,150,2017,8,26
13773,45177204,2018-03-12 04:37:31,500,2017,1,10
13775,45177204,2018-03-18 20:35:26,300,2017,1,16
13779,45177204,2019-09-05 18:16:16,500,2018,7,6
13786,45177204,2019-08-31 05:46:47,300,2018,7,1
13788,45177204,2019-08-31 18:49:49,500,2018,7,1
13789,45177204,2019-09-04 16:54:34,500,2018,7,5
13790,45177204,2019-09-04 17:12:45,400,2018,7,5
13791,45177204,2019-01-31 22:32:00,500,2017,12,1
13802,45177204,2019-01-31 18:08:06,500,2017,12,1
13804,45177204,2018-07-21 03:52:29,500,2017,5,21
13810,45404504,2018-09-13 19:31:05,450,2017,7,14
13817,45404504,2018-07-09 17:12:59,350,2017,5,9
13821,45405913,2019-10-20 02:25:33,300,2018,8,20
13822,45405913,2019-09-14 06:01:18,150,2018,7,15
13823,45405913,2019-09-07 07:03:55,300,2018,7,8
13824,45405913,2019-09-21 06:12:57,300,2018,7,22
13825,45405913,2019-09-23 07:35:41,150,2018,7,24
13827,45405913,2019-10-12 19:14:46,300,2018,8,12
13828,44285328,2019-06-07 04:03:39,50,2018,4,7
13829,44285328,2019-06-23 04:20:28,90,2018,4,23
13830,44285328,2019-06-07 22:20:30,300,2018,4,7
13831,44285328,2019-06-10 22:01:52,90,2018,4,10
13832,44285328,2019-06-11 01:19:43,450,2018,4,11
13833,44285328,2019-11-05 21:41:41,150,2018,9,5
13834,44285328,2019-10-11 23:35:34,500,2018,8,11
13835,44285328,2019-10-11 23:41:41,500,2018,8,11
13836,44285328,2019-10-13 21:25:07,500,2018,8,13
13837,44285328,2019-07-16 21:34:27,90,2018,5,16
13838,44285328,2019-07-22 22:03:17,50,2018,5,22
13839,44285328,2019-10-22 21:57:17,300,2018,8,22
13842,44518240,2018-09-11 08:30:27,350,2017,7,12
13843,44518240,2018-09-11 08:32:59,400,2017,7,12
13844,44518240,2019-09-03 21:12:46,350,2018,7,4
13845,44518240,2019-11-13 03:51:40,300,2018,9,13
13846,44518240,2019-11-26 03:31:13,150,2018,9,26
13847,44518240,2019-08-19 20:03:35,300,2018,6,19
13848,44518240,2019-04-29 04:09:05,150,2018,2,27
13849,44518240,2019-09-14 22:50:16,150,2018,7,15
13850,44518240,2019-04-04 11:39:18,150,2018,2,2
13851,44518240,2019-06-03 21:58:00,300,2018,4,3
13852,44518240,2019-03-10 21:08:27,300,2018,1,8
13853,44518240,2019-07-02 21:03:44,500,2018,5,2
13854,44518240,2019-02-20 08:50:48,300,2017,12,21
13855,44518240,2018-12-24 04:01:00,150,2017,10,24
13856,44518240,2019-01-02 09:11:37,350,2017,11,2
13857,44518240,2019-01-04 00:08:55,500,2017,11,4
13858,44518240,2019-05-07 20:23:10,300,2018,3,7
13859,44518240,2019-05-07 20:23:10,300,2018,3,7
13861,44518240,2018-06-23 23:43:02,150,2017,4,23
13862,44518240,2018-06-24 20:40:15,150,2017,4,24
13863,44518240,2018-07-07 22:45:43,400,2017,5,7
13864,44518240,2018-07-07 22:47:34,400,2017,5,7
13865,44518240,2018-12-04 03:52:28,500,2017,10,4
13866,44518240,2018-05-30 02:29:50,500,2017,3,30
13868,44518240,2018-06-05 02:20:26,400,2017,4,5
13870,44518240,2018-06-21 22:23:03,150,2017,4,21
13873,44518240,2018-04-10 02:09:45,400,2017,2,8
13874,44518240,2018-04-10 02:10:45,400,2017,2,8
13875,44518240,2018-04-27 04:03:36,300,2017,2,25
13876,44518240,2018-05-16 05:31:04,300,2017,3,16
13877,44518240,2018-09-23 10:32:28,350,2017,7,24
13878,44518240,2018-03-09 01:07:39,150,2017,1,7
13881,44518240,2018-11-14 03:47:07,150,2017,9,14
13882,44518240,2018-11-14 23:10:25,150,2017,9,14
13938,42873072,2018-03-03 20:33:28,150,2017,1,1
13949,42873072,2018-03-03 20:33:18,150,2017,1,1
13982,42873072,2018-08-12 03:29:59,500,2017,6,12
13992,43286032,2018-08-18 07:52:30,50,2017,6,18
13993,43286032,2018-08-18 07:53:21,50,2017,6,18
14003,43286032,2019-04-09 07:49:55,150,2018,2,7
14004,43286032,2019-03-18 04:16:02,150,2018,1,16
14008,43286032,2018-04-08 02:52:17,150,2017,2,6
14009,43286032,2018-12-11 03:20:43,500,2017,10,11
14013,43286032,2019-04-22 01:36:38,350,2018,2,20
14014,45267084,2019-03-29 01:29:40,150,2018,1,27
14015,45267084,2019-03-10 23:30:54,350,2018,1,8
14016,45267084,2019-06-06 23:15:33,300,2018,4,6
14017,45267084,2019-06-07 06:03:55,300,2018,4,7
14018,45267084,2019-06-07 06:04:34,400,2018,4,7
14019,45267084,2019-03-19 23:34:37,300,2018,1,17
14020,45267084,2019-03-22 03:52:42,400,2018,1,20
14021,45267084,2019-03-22 15:31:42,300,2018,1,20
14022,45267084,2019-05-08 04:21:24,400,2018,3,8
14023,45267084,2019-05-11 03:33:59,300,2018,3,11
14026,45267084,2019-06-06 03:19:04,400,2018,4,6
14027,45267084,2019-06-06 15:54:10,300,2018,4,6
14028,45267084,2019-04-11 17:13:59,150,2018,2,9
14029,45267084,2019-04-18 09:39:58,500,2018,2,16
14037,45267084,2019-04-10 17:31:50,300,2018,2,8
14038,45267084,2019-04-11 04:04:03,750,2018,2,9
14039,45267084,2019-04-11 17:13:21,500,2018,2,9
14041,45267084,2019-05-08 04:21:24,400,2018,3,8
14042,45267084,2019-05-11 03:33:59,300,2018,3,11
14043,45267084,2019-04-03 05:27:36,150,2018,2,1
14046,45267084,2018-07-08 22:51:00,150,2017,5,8
14047,45267084,2018-07-11 06:28:07,150,2017,5,11
14048,45267084,2018-07-12 03:28:32,300,2017,5,12
14049,45267084,2018-07-15 08:09:09,150,2017,5,15
14050,45267084,2018-07-19 20:25:51,150,2017,5,19
14052,45267084,2018-06-14 04:27:06,400,2017,4,14
14053,45267084,2018-06-20 12:20:13,150,2017,4,20
14054,45267084,2018-06-25 20:21:09,300,2017,4,25
14055,45267084,2018-07-01 03:53:57,150,2017,5,1
14056,45267084,2018-07-07 01:29:04,400,2017,5,7
14057,45267084,2018-07-07 12:39:55,50,2017,5,7
14058,45267084,2018-06-08 02:47:48,300,2017,4,8
14059,45267084,2018-06-08 18:10:56,500,2017,4,8
14060,45267084,2018-06-08 23:00:44,300,2017,4,8
14061,45267084,2018-06-10 02:10:05,300,2017,4,10
