,UID,payment_date,amount,YEAR,MONTH,DAY,item,num
15624,45401517,2018-08-10 07:08:17,300,2017,6,10,3,12.0
15629,45401517,2019-04-17 23:31:05,300,2018,2,15,6,12.0
15632,45401517,2019-09-02 03:54:34,150,2018,7,3,6,6.0
15635,45401517,2019-03-16 07:06:56,150,2018,1,14,3,6.0
15636,45401517,2019-08-19 03:32:04,150,2018,6,19,1,6.0
15639,45401517,2019-04-21 06:35:39,150,2018,2,19,2,6.0
15640,45401517,2019-04-29 00:18:02,150,2018,2,27,5,6.0
15643,45401517,2019-05-15 07:55:14,150,2018,3,15,3,6.0
15644,45401517,2019-05-18 07:56:08,150,2018,3,18,5,6.0
15647,45401517,2019-04-03 07:36:17,150,2018,2,1,4,6.0
15648,45401517,2019-04-03 20:10:54,500,2018,2,1,2,20.0
15649,45401517,2019-04-09 08:14:36,300,2018,2,7,1,12.0
15650,45401517,2019-04-14 05:49:20,150,2018,2,12,1,6.0
15651,45401517,2019-05-25 08:09:51,150,2018,3,25,5,6.0
15653,45401517,2018-03-17 09:27:15,500,2017,1,15,4,20.0
15654,45401517,2019-05-02 08:25:41,150,2018,3,2,6,6.0
15655,45401517,2019-05-10 19:30:43,150,2018,3,10,6,6.0
15656,45401517,2019-05-02 08:25:41,150,2018,3,2,6,6.0
15657,45401517,2019-05-10 19:30:43,150,2018,3,10,1,6.0
15658,45401517,2019-03-31 20:02:52,150,2018,1,29,5,6.0
15663,45401517,2018-03-16 20:09:19,50,2017,1,14,1,2.0
15664,45401517,2018-03-17 08:56:15,50,2017,1,15,2,2.0
15685,45401517,2018-06-03 20:14:56,500,2017,4,3,5,20.0
15686,45401517,2018-06-12 05:25:13,500,2017,4,12,4,20.0
15687,45401517,2018-06-12 20:51:17,300,2017,4,12,4,12.0
15692,45401517,2018-05-19 00:15:56,50,2017,3,19,3,2.0
15693,45401517,2018-05-19 00:16:16,50,2017,3,19,5,2.0
15694,45401517,2018-05-19 00:16:26,50,2017,3,19,4,2.0
15696,45401517,2018-05-11 06:40:39,500,2017,3,11,3,20.0
15697,45401517,2018-05-15 01:40:21,500,2017,3,15,2,20.0
15698,45401517,2018-05-16 08:04:03,150,2017,3,16,4,6.0
15703,45401517,2018-04-27 07:56:41,500,2017,2,25,2,20.0
15704,45401517,2018-04-27 19:12:12,350,2017,2,25,5,14.0
15705,45401517,2018-05-03 07:05:12,150,2017,3,3,5,6.0
15706,45401517,2018-05-06 03:27:29,300,2017,3,6,4,12.0
15707,45401517,2018-04-18 04:31:24,300,2017,2,16,2,12.0
15711,45401517,2018-04-20 09:00:15,500,2017,2,18,2,20.0
15713,45401517,2018-04-08 06:51:20,500,2017,2,6,3,20.0
15714,45401517,2018-04-08 08:48:29,150,2017,2,6,2,6.0
15715,45401517,2018-04-09 02:56:52,500,2017,2,7,2,20.0
15716,45401517,2018-04-09 03:49:59,300,2017,2,7,2,12.0
15717,45401517,2018-04-11 02:21:12,300,2017,2,9,4,12.0
15718,45401517,2018-04-13 18:24:31,500,2017,2,11,1,20.0
15719,45401517,2018-04-06 05:45:40,150,2017,2,4,2,6.0
15720,45401517,2018-04-06 09:12:07,50,2017,2,4,4,2.0
15721,45401517,2018-04-06 09:12:57,50,2017,2,4,1,2.0
15722,45401517,2018-04-06 09:13:27,150,2017,2,4,5,6.0
15724,45401517,2018-04-08 00:22:37,500,2017,2,6,2,20.0
15725,45401517,2018-04-04 05:07:38,150,2017,2,2,4,6.0
15726,45401517,2018-04-05 02:28:18,50,2017,2,3,3,2.0
15727,45401517,2018-04-05 02:29:08,150,2017,2,3,6,6.0
15728,45401517,2018-04-05 02:30:18,150,2017,2,3,4,6.0
15729,45401517,2018-04-05 02:31:19,50,2017,2,3,6,2.0
15730,45401517,2018-04-06 01:02:04,300,2017,2,4,6,12.0
15731,45401517,2018-04-01 01:47:55,500,2017,1,30,5,20.0
15732,45401517,2018-04-02 09:39:34,150,2017,1,31,1,6.0
15733,45401517,2018-04-02 09:39:35,50,2017,1,31,6,2.0
15734,45401517,2018-04-02 09:39:45,50,2017,1,31,2,2.0
15735,45401517,2018-04-04 04:56:14,500,2017,2,2,3,20.0
15737,45401517,2018-03-25 11:06:55,50,2017,1,23,5,2.0
15738,45401517,2018-03-27 07:41:32,50,2017,1,25,6,2.0
15739,45401517,2018-03-27 07:42:12,50,2017,1,25,3,2.0
15740,45401517,2018-03-28 05:00:10,50,2017,1,26,3,2.0
15741,45401517,2018-03-28 05:00:41,50,2017,1,26,4,2.0
15742,45401517,2018-03-29 04:14:23,500,2017,1,27,6,20.0
15743,45401517,2018-03-23 07:16:28,50,2017,1,21,5,2.0
15744,45401517,2018-03-23 07:17:58,50,2017,1,21,6,2.0
15746,45401517,2018-03-25 02:07:00,500,2017,1,23,6,20.0
15747,45401517,2018-03-25 04:31:07,500,2017,1,23,5,20.0
15748,45401517,2018-03-25 11:05:55,50,2017,1,23,1,2.0
15752,45401517,2018-03-21 04:09:43,150,2017,1,19,5,6.0
15755,45401517,2018-09-28 06:44:04,150,2017,7,29,6,6.0
15846,45271818,2018-09-06 05:52:06,150,2017,7,7,6,6.0
15857,45271818,2018-09-06 05:50:44,500,2017,7,7,5,20.0
15859,45271818,2018-09-06 05:33:36,300,2017,7,7,2,12.0
15860,45271818,2018-09-06 05:34:36,300,2017,7,7,5,12.0
15861,45271818,2018-09-06 05:35:38,50,2017,7,7,5,2.0
15871,45271818,2018-09-05 01:22:47,50,2017,7,6,4,2.0
15872,45271818,2018-09-05 01:23:59,50,2017,7,6,4,2.0
15880,45271818,2018-09-05 01:17:02,50,2017,7,6,5,2.0
15881,45271818,2018-09-05 01:18:23,50,2017,7,6,3,2.0
15898,45271818,2018-08-21 05:07:50,300,2017,6,21,6,12.0
15907,45271818,2018-08-17 05:41:42,300,2017,6,17,3,12.0
15918,45271818,2018-08-14 07:43:29,300,2017,6,14,2,12.0
15940,45271818,2018-08-11 05:21:40,300,2017,6,11,2,12.0
15949,45271818,2018-08-09 00:27:55,150,2017,6,9,6,6.0
15950,45271818,2018-08-09 00:30:47,450,2017,6,9,4,18.0
15964,45271818,2018-08-09 00:05:11,150,2017,6,9,2,6.0
15965,45271818,2018-08-09 00:08:04,450,2017,6,9,4,18.0
15966,45414103,2018-10-08 18:58:08,500,2017,8,8,5,20.0
15968,33556128,2019-08-16 04:12:50,150,2018,6,16,1,6.0
15969,33556128,2018-12-16 07:05:52,50,2017,10,16,6,2.0
15970,33556128,2019-07-05 03:42:13,500,2018,5,5,6,20.0
15971,33556128,2019-11-14 22:06:37,500,2018,9,14,1,20.0
15972,33556128,2019-10-12 04:23:38,350,2018,8,12,4,14.0
15973,33556128,2019-09-02 04:00:03,300,2018,7,3,2,12.0
15974,33556128,2019-09-13 07:16:50,350,2018,7,14,6,14.0
15975,1756544,2018-08-05 21:21:22,150,2017,6,5,2,6.0
15976,1756544,2018-08-05 21:24:14,350,2017,6,5,1,14.0
15978,1756544,2018-09-10 05:08:57,350,2017,7,11,6,14.0
15979,1756544,2018-09-11 20:05:54,500,2017,7,12,3,20.0
15980,1756544,2018-09-11 20:08:28,500,2017,7,12,3,20.0
15982,1756544,2019-06-16 04:19:26,350,2018,4,16,2,14.0
15983,1756544,2018-11-05 18:12:10,350,2017,9,5,4,14.0
15984,1756544,2018-11-06 20:42:23,500,2017,9,6,6,20.0
15994,1756544,2018-06-16 22:41:33,350,2017,4,16,2,14.0
15997,1756544,2018-06-29 04:38:49,350,2017,4,29,5,14.0
15999,1756544,2018-09-14 04:58:59,350,2017,7,15,6,14.0
16001,1756544,2018-11-16 23:35:54,500,2017,9,16,3,20.0
16002,1756544,2018-11-24 19:54:31,500,2017,9,24,4,20.0
16003,1756544,2018-12-08 23:15:29,500,2017,10,8,3,20.0
16004,38027008,2018-04-19 16:43:34,50,2017,2,17,1,2.0
16005,38027008,2018-04-25 16:45:54,50,2017,2,23,2,2.0
16007,38274336,2019-08-08 01:29:34,150,2018,6,8,3,6.0
16009,38274336,2019-09-08 05:00:15,150,2018,7,9,6,6.0
16010,10558880,2018-07-31 04:22:12,500,2017,5,31,3,20.0
16011,10558880,2018-09-15 05:56:32,500,2017,7,16,3,20.0
16014,10558880,2018-11-23 07:47:26,500,2017,9,23,5,20.0
16016,10558880,2019-09-08 23:12:50,150,2018,7,9,5,6.0
16017,10558880,2019-10-16 05:47:18,150,2018,8,16,4,6.0
16019,10558880,2019-01-07 07:50:54,500,2017,11,7,4,20.0
16021,10558880,2019-08-05 06:42:53,150,2018,6,5,3,6.0
16024,10558880,2018-03-22 18:03:07,500,2017,1,20,6,20.0
16026,10558880,2018-06-21 05:47:23,500,2017,4,21,4,20.0
16031,30726384,2018-03-29 12:41:30,500,2017,1,27,2,20.0
16035,13147088,2018-10-26 19:48:15,500,2017,8,26,2,20.0
16036,13147088,2018-12-13 23:11:22,500,2017,10,13,4,20.0
16038,13147088,2019-03-03 02:06:46,500,2018,1,1,2,20.0
16039,13147088,2019-01-14 23:57:13,500,2017,11,14,3,20.0
16040,13147088,2019-10-11 20:26:21,500,2018,8,11,1,20.0
16041,45233205,2018-08-12 06:39:23,500,2017,6,12,2,20.0
16042,45233205,2018-08-20 21:56:47,150,2017,6,20,2,6.0
16043,45233205,2018-08-20 21:58:08,500,2017,6,20,3,20.0
16044,45233205,2018-08-27 05:00:35,150,2017,6,27,3,6.0
16045,45233205,2018-08-27 05:02:26,50,2017,6,27,6,2.0
16046,45233205,2018-11-20 22:57:38,450,2017,9,20,1,18.0
16047,45233205,2019-09-10 18:07:08,500,2018,7,11,5,20.0
16048,45233205,2019-11-04 20:08:53,150,2018,9,4,5,6.0
16049,45233205,2019-11-04 20:11:05,500,2018,9,4,1,20.0
16050,45233205,2018-07-18 06:32:34,500,2017,5,18,3,20.0
16052,45233205,2019-11-23 04:58:10,50,2018,9,23,3,2.0
16053,45233205,2019-09-18 08:19:14,500,2018,7,19,2,20.0
16054,45233205,2019-01-03 04:18:52,50,2017,11,3,2,2.0
16055,45233205,2019-01-03 04:23:07,50,2017,11,3,5,2.0
16056,45233205,2019-01-06 06:21:23,150,2017,11,6,4,6.0
16057,45233205,2019-01-07 04:45:56,150,2017,11,7,2,6.0
16058,45233205,2019-02-19 07:01:59,150,2017,12,20,1,6.0
16059,45233205,2019-02-19 07:03:10,90,2017,12,20,1,3.6
16060,45233205,2019-01-09 19:10:49,150,2017,11,9,4,6.0
16061,45233205,2019-01-14 20:14:43,50,2017,11,14,2,2.0
16062,45233205,2019-01-24 04:04:01,50,2017,11,24,2,2.0
16063,45233205,2019-01-25 02:20:23,300,2017,11,25,4,12.0
16064,45233205,2019-01-27 23:48:07,150,2017,11,27,2,6.0
16065,45233205,2019-02-03 03:57:18,150,2017,12,4,1,6.0
16066,45233205,2019-02-07 01:14:16,150,2017,12,8,3,6.0
16067,45233205,2019-02-07 01:16:27,50,2017,12,8,4,2.0
16068,45233205,2019-02-09 05:07:31,150,2017,12,10,6,6.0
16069,45233205,2019-02-14 21:33:32,500,2017,12,15,2,20.0
16070,45233205,2018-03-17 07:07:01,500,2017,1,15,4,20.0
16071,45233205,2019-01-09 19:08:56,50,2017,11,9,2,2.0
16072,45233205,2018-12-27 22:55:35,150,2017,10,27,4,6.0
16073,45233205,2018-12-29 03:59:37,50,2017,10,29,6,2.0
16074,45233205,2018-12-29 04:03:29,150,2017,10,29,2,6.0
16075,45233205,2019-02-24 19:06:28,50,2017,12,25,5,2.0
16076,45233205,2019-02-24 19:14:34,50,2017,12,25,2,2.0
16077,45233205,2019-02-24 19:16:51,90,2017,12,25,1,3.6
16079,45233205,2018-06-22 06:47:21,400,2017,4,22,1,16.0
16080,45233205,2018-07-03 03:28:18,500,2017,5,3,3,20.0
16081,45233205,2018-07-03 03:33:25,50,2017,5,3,4,2.0
16082,45233205,2018-12-23 22:46:31,500,2017,10,23,2,20.0
16083,45233205,2018-12-23 22:48:39,450,2017,10,23,6,18.0
16084,45233205,2018-04-20 05:31:45,500,2017,2,18,2,20.0
16085,45233205,2018-04-26 00:22:08,500,2017,2,24,3,20.0
16086,45233205,2018-04-26 23:25:03,50,2017,2,24,5,2.0
16087,45233205,2018-04-26 23:27:14,150,2017,2,24,4,6.0
16088,45233205,2018-04-26 23:28:14,50,2017,2,24,6,2.0
16089,45233205,2018-04-27 04:18:00,150,2017,2,25,5,6.0
16090,45233205,2018-12-08 05:25:48,300,2017,10,8,2,12.0
16091,45233205,2018-12-13 04:08:03,400,2017,10,13,2,16.0
16092,45233205,2018-12-14 04:36:01,50,2017,10,14,6,2.0
16093,45233205,2018-12-14 04:45:04,50,2017,10,14,1,2.0
16094,45233205,2018-04-08 03:38:05,150,2017,2,6,5,6.0
16095,45233205,2018-04-08 07:07:15,50,2017,2,6,1,2.0
16096,45233205,2018-11-23 03:42:50,150,2017,9,23,1,6.0
16097,45233205,2018-11-25 19:02:34,150,2017,9,25,1,6.0
16098,45233205,2018-11-25 19:28:18,150,2017,9,25,2,6.0
16099,45233205,2018-03-26 22:03:21,500,2017,1,24,3,20.0
16100,45233205,2018-03-31 07:49:50,500,2017,1,29,2,20.0
16101,45233205,2018-12-08 05:24:02,400,2017,10,8,2,16.0
16102,45323732,2019-02-27 03:13:04,500,2017,12,28,3,20.0
16103,45323732,2019-07-22 02:00:24,500,2018,5,22,3,20.0
16105,45323732,2019-02-15 03:23:30,500,2017,12,16,6,20.0
16106,45323732,2019-05-31 01:48:58,50,2018,3,31,5,2.0
16107,45323732,2019-05-31 01:50:00,150,2018,3,31,1,6.0
16108,45323732,2019-06-11 02:06:57,500,2018,4,11,3,20.0
16109,45323732,2018-12-21 03:05:30,300,2017,10,21,4,12.0
16111,14884944,2019-10-25 05:26:47,150,2018,8,25,5,6.0
16112,24278896,2018-03-19 16:47:20,500,2017,1,17,3,20.0
16113,24278896,2019-09-16 06:33:26,300,2018,7,17,1,12.0
16114,24278896,2019-10-07 22:23:00,300,2018,8,7,6,12.0
16115,24524848,2019-03-16 22:26:00,300,2018,1,14,5,12.0
16116,24524848,2019-07-19 04:31:06,500,2018,5,19,5,20.0
16117,24524848,2019-07-19 05:27:28,50,2018,5,19,6,2.0
16118,24524848,2019-07-19 05:29:24,50,2018,5,19,6,2.0
16119,24524848,2019-07-23 22:57:56,350,2018,5,23,2,14.0
16120,24524848,2019-08-12 01:21:11,750,2018,6,12,4,30.0
16121,24524848,2019-10-06 02:47:57,350,2018,8,6,1,14.0
16124,24524848,2019-09-23 05:45:36,500,2018,7,24,6,20.0
16125,24524848,2019-09-23 05:47:11,500,2018,7,24,5,20.0
16126,24524848,2019-09-23 05:55:02,500,2018,7,24,5,20.0
16127,24524848,2019-10-06 02:47:26,500,2018,8,6,1,20.0
16128,32137632,2019-11-19 20:27:53,150,2018,9,19,5,6.0
16129,32137632,2019-11-19 20:40:40,350,2018,9,19,4,14.0
16130,32137632,2019-11-19 20:51:15,450,2018,9,19,6,18.0
16131,32137632,2019-11-19 21:24:39,500,2018,9,19,1,20.0
16132,32137632,2019-11-20 18:55:59,400,2018,9,20,1,16.0
16147,45274119,2018-08-10 10:58:26,300,2017,6,10,2,12.0
16148,45274119,2018-09-18 22:40:49,450,2017,7,19,6,18.0
16149,45274119,2018-10-06 17:00:04,500,2017,8,6,3,20.0
16150,45274119,2018-10-06 17:01:04,500,2017,8,6,1,20.0
16151,45274119,2018-11-20 21:10:09,500,2017,9,20,5,20.0
16153,45274119,2019-11-08 18:52:10,350,2018,9,8,3,14.0
16154,45274119,2019-10-05 04:45:49,300,2018,8,5,6,12.0
16155,45274119,2019-05-14 20:19:52,450,2018,3,14,3,18.0
16156,45274119,2019-03-08 07:31:48,300,2018,1,6,6,12.0
16157,45274119,2019-06-08 11:33:52,300,2018,4,8,3,12.0
16158,45274119,2019-06-08 11:35:08,90,2018,4,8,1,3.6
16159,45274119,2019-11-03 20:05:11,300,2018,9,3,4,12.0
16160,45274119,2019-11-08 18:51:12,350,2018,9,8,6,14.0
16161,45274119,2018-12-15 19:31:40,500,2017,10,15,6,20.0
16163,45274119,2018-03-15 11:00:40,500,2017,1,13,2,20.0
16167,45279547,2019-02-21 22:15:47,300,2017,12,22,3,12.0
16168,45279547,2019-03-01 17:27:19,500,2017,12,30,1,20.0
16170,45279547,2019-02-06 00:38:15,300,2017,12,7,2,12.0
16171,45279547,2019-02-15 07:47:02,300,2017,12,16,2,12.0
16187,45279547,2019-02-16 23:57:55,300,2017,12,17,3,12.0
16192,45279547,2019-03-22 02:00:14,500,2018,1,20,1,20.0
16194,45279547,2019-03-28 21:09:19,500,2018,1,26,2,20.0
16196,45279547,2019-01-31 01:07:43,500,2017,12,1,4,20.0
16216,11092928,2018-03-27 03:18:30,500,2017,1,25,3,20.0
16217,11092928,2019-10-29 03:56:48,150,2018,8,29,1,6.0
16218,1511808,2018-08-04 08:02:53,300,2017,6,4,1,12.0
16219,1511808,2018-08-20 19:38:35,300,2017,6,20,4,12.0
16220,1511808,2018-08-27 04:34:37,300,2017,6,27,2,12.0
16221,1511808,2018-09-12 05:43:17,300,2017,7,13,5,12.0
16222,1511808,2018-09-24 01:38:11,300,2017,7,25,6,12.0
16223,1511808,2018-10-01 18:11:42,300,2017,8,1,1,12.0
16224,1511808,2018-07-14 02:59:53,300,2017,5,14,6,12.0
16225,1511808,2019-11-27 22:06:28,500,2018,9,27,3,20.0
16226,1511808,2019-10-06 00:35:50,500,2018,8,6,4,20.0
16227,1511808,2019-07-26 09:13:23,500,2018,5,26,3,20.0
16229,1511808,2019-10-22 04:38:00,300,2018,8,22,6,12.0
16230,1511808,2018-11-08 06:35:38,300,2017,9,8,5,12.0
16231,1511808,2019-05-23 02:47:25,500,2018,3,23,5,20.0
16239,1511808,2019-06-20 06:48:25,500,2018,4,20,4,20.0
16243,1511808,2019-05-07 04:26:43,500,2018,3,7,6,20.0
16244,1511808,2019-05-14 05:32:02,500,2018,3,14,3,20.0
16245,1511808,2019-05-17 23:59:09,500,2018,3,17,3,20.0
16246,1511808,2019-05-18 04:02:22,500,2018,3,18,3,20.0
16249,1511808,2019-05-07 04:26:43,500,2018,3,7,3,20.0
16250,1511808,2019-04-01 06:44:18,500,2018,1,30,6,20.0
16254,1511808,2018-06-17 22:01:58,300,2017,4,17,2,12.0
16255,1511808,2018-12-02 04:15:52,500,2017,10,2,6,20.0
16259,1511808,2018-12-30 08:27:16,300,2017,10,30,5,12.0
16260,1511808,2018-10-22 06:08:30,300,2017,8,22,4,12.0
16261,1511808,2018-04-10 20:34:15,500,2017,2,8,4,20.0
16263,1511808,2018-04-12 21:41:19,25,2017,2,10,6,1.0
16264,1511808,2018-04-18 02:03:04,500,2017,2,16,1,20.0
16265,1511808,2018-05-23 04:43:11,300,2017,3,23,1,12.0
16266,1689456,2018-03-20 02:52:54,500,2017,1,18,3,20.0
16269,1689456,2018-05-05 02:45:09,500,2017,3,5,3,20.0
16270,1689456,2018-05-12 16:09:48,500,2017,3,12,3,20.0
16271,1689456,2018-05-21 03:39:15,500,2017,3,21,2,20.0
16277,1689456,2019-03-09 22:52:20,500,2018,1,7,6,20.0
16279,1689456,2019-02-16 21:12:40,500,2017,12,17,1,20.0
16280,1689456,2018-12-15 16:41:28,500,2017,10,15,3,20.0
16287,1689456,2019-03-30 15:43:42,500,2018,1,28,5,20.0
16288,1689456,2018-06-22 04:30:28,150,2017,4,22,2,6.0
16289,1689456,2018-07-06 03:22:05,500,2017,5,6,3,20.0
16290,1689456,2019-02-22 03:15:57,500,2017,12,23,3,20.0
16291,1689456,2019-02-08 19:45:08,500,2017,12,9,6,20.0
16293,1689456,2019-01-18 03:20:58,500,2017,11,18,3,20.0
16294,1718256,2018-08-16 20:36:36,300,2017,6,16,1,12.0
16295,1718256,2018-09-16 04:05:59,300,2017,7,17,4,12.0
16296,1718256,2018-09-19 01:13:23,300,2017,7,20,5,12.0
16297,1718256,2018-09-20 03:11:39,300,2017,7,21,6,12.0
16299,1718256,2018-10-03 22:59:43,300,2017,8,3,5,12.0
16300,1718256,2019-04-28 09:02:44,400,2018,2,26,4,16.0
16301,1718256,2019-09-04 02:10:03,500,2018,7,5,4,20.0
16302,1718256,2019-10-14 03:56:11,500,2018,8,14,5,20.0
16303,1718256,2019-08-09 00:39:08,150,2018,6,9,1,6.0
16304,1718256,2019-10-03 23:53:46,350,2018,8,3,1,14.0
16305,1718256,2019-10-03 23:57:58,400,2018,8,3,6,16.0
16306,1718256,2019-07-17 04:57:12,300,2018,5,17,6,12.0
16307,1718256,2019-07-20 02:19:47,300,2018,5,20,4,12.0
16308,1718256,2019-10-21 04:52:53,500,2018,8,21,2,20.0
16310,1718256,2019-05-24 04:42:49,150,2018,3,24,4,6.0
16311,1718256,2019-06-06 23:59:36,750,2018,4,6,2,30.0
16312,1718256,2019-06-07 00:02:39,300,2018,4,7,2,12.0
16313,1718256,2019-11-05 22:59:57,500,2018,9,5,1,20.0
16314,1718256,2018-07-15 01:29:52,400,2017,5,15,6,16.0
16315,1718256,2019-08-06 22:22:22,350,2018,6,6,2,14.0
16316,1718256,2019-06-16 02:33:54,300,2018,4,16,3,12.0
16317,1718256,2019-06-21 03:04:43,300,2018,4,21,3,12.0
16319,1718256,2019-07-09 22:15:34,450,2018,5,9,1,18.0
16320,1718256,2019-07-09 22:18:04,400,2018,5,9,5,16.0
16321,1718256,2019-05-25 02:57:00,500,2018,3,25,3,20.0
16323,1718256,2019-03-20 02:55:14,500,2018,1,18,6,20.0
16324,1718256,2019-08-14 03:12:46,500,2018,6,14,4,20.0
16325,1718256,2019-02-20 00:31:52,750,2017,12,21,6,30.0
16326,1718256,2019-07-30 20:12:59,150,2018,5,30,4,6.0
16329,1718256,2019-04-22 03:07:50,750,2018,2,20,1,30.0
16330,1718256,2019-04-22 03:13:53,300,2018,2,20,1,12.0
16331,1718256,2019-05-15 02:42:18,150,2018,3,15,5,6.0
16332,1718256,2019-05-15 02:46:28,300,2018,3,15,3,12.0
16333,1718256,2018-07-05 04:25:58,300,2017,5,5,2,12.0
16334,1718256,2018-12-02 20:59:44,500,2017,10,2,1,20.0
16335,1718256,2018-12-26 03:34:17,450,2017,10,26,5,18.0
16337,1718256,2019-03-02 06:30:00,500,2017,12,31,1,20.0
16339,1718256,2018-06-28 05:23:41,350,2017,4,28,6,14.0
16340,1718256,2018-06-28 05:25:42,350,2017,4,28,3,14.0
16341,1718256,2018-07-05 04:07:59,150,2017,5,5,2,6.0
16342,1718256,2018-07-05 04:23:15,300,2017,5,5,4,12.0
16343,1718256,2018-07-05 04:24:26,300,2017,5,5,2,12.0
16344,1718256,2018-07-05 04:25:16,300,2017,5,5,6,12.0
16345,1718256,2018-03-04 21:08:37,150,2017,1,2,2,6.0
16346,1718256,2018-03-13 23:59:25,300,2017,1,11,5,12.0
16349,1718256,2018-03-28 00:16:26,500,2017,1,26,3,20.0
16350,1718256,2018-05-15 21:19:05,350,2017,3,15,2,14.0
16351,1740128,2018-08-07 20:40:15,150,2017,6,7,1,6.0
16352,1740128,2018-08-08 03:58:56,500,2017,6,8,2,20.0
16353,1740128,2018-08-10 00:01:00,150,2017,6,10,2,6.0
16354,1740128,2018-08-14 06:37:50,150,2017,6,14,3,6.0
16355,1740128,2018-08-16 15:43:57,150,2017,6,16,3,6.0
16356,1740128,2018-08-19 15:55:06,150,2017,6,19,6,6.0
16357,1740128,2019-10-16 06:07:51,150,2018,8,16,1,6.0
16358,1740128,2019-04-13 23:54:19,25,2018,2,11,3,1.0
16360,1740128,2019-09-23 04:03:38,150,2018,7,24,1,6.0
16362,1740128,2019-09-04 05:29:43,150,2018,7,5,6,6.0
16363,1740128,2019-09-10 04:19:22,150,2018,7,11,4,6.0
16364,1740128,2018-07-11 00:09:38,150,2017,5,11,2,6.0
16365,1740128,2018-07-21 21:10:49,150,2017,5,21,4,6.0
16366,1740128,2019-08-08 04:51:37,150,2018,6,8,2,6.0
16367,1740128,2019-10-09 05:10:32,150,2018,8,9,6,6.0
16369,1740128,2019-04-13 23:52:27,500,2018,2,11,1,20.0
16370,1740128,2019-07-12 06:04:27,150,2018,5,12,3,6.0
16371,1740128,2018-11-05 17:13:32,500,2017,9,5,6,20.0
16372,1740128,2018-11-10 05:17:38,150,2017,9,10,2,6.0
16373,1740128,2018-11-10 05:17:42,150,2017,9,10,5,6.0
16374,1740128,2019-06-07 03:47:09,300,2018,4,7,1,12.0
16375,1740128,2018-07-09 16:02:59,150,2017,5,9,4,6.0
16376,1740128,2019-02-20 04:21:59,500,2017,12,21,2,20.0
16377,1740128,2019-02-20 04:23:28,150,2017,12,21,5,6.0
16378,1740128,2019-01-08 15:43:08,300,2017,11,8,4,12.0
16379,1740128,2019-07-03 20:55:51,150,2018,5,3,1,6.0
16380,1740128,2018-12-15 03:25:00,150,2017,10,15,3,6.0
16381,1740128,2019-10-02 05:43:26,150,2018,8,2,6,6.0
16384,1740128,2019-03-26 07:16:31,150,2018,1,24,6,6.0
16385,1740128,2019-03-26 07:18:02,50,2018,1,24,4,2.0
16386,1740128,2019-08-22 07:59:37,150,2018,6,22,1,6.0
16387,1740128,2019-03-08 06:35:32,150,2018,1,6,5,6.0
16388,1740128,2019-01-25 20:55:26,400,2017,11,25,1,16.0
16390,1740128,2019-04-03 08:47:36,150,2018,2,1,1,6.0
16391,1740128,2019-04-11 08:10:19,150,2018,2,9,1,6.0
16392,1740128,2019-04-24 02:05:06,500,2018,2,22,6,20.0
16394,1740128,2019-01-01 21:12:24,150,2017,11,1,5,6.0
16395,1740128,2019-01-03 15:45:51,150,2017,11,3,2,6.0
16396,1740128,2019-01-10 21:07:53,150,2017,11,10,3,6.0
16397,1740128,2019-01-13 20:54:37,300,2017,11,13,4,12.0
16398,1740128,2019-01-14 02:38:27,150,2017,11,14,3,6.0
16399,1740128,2019-01-22 20:59:49,150,2017,11,22,4,6.0
16400,1740128,2019-02-28 07:08:02,150,2017,12,29,6,6.0
16401,1740128,2019-02-28 07:08:59,500,2017,12,29,4,20.0
16402,1740128,2019-03-01 06:12:25,500,2017,12,30,1,20.0
16403,1740128,2019-03-05 06:48:24,150,2018,1,3,2,6.0
16404,1740128,2019-02-06 04:15:17,500,2017,12,7,2,20.0
16405,1740128,2019-02-07 05:54:52,150,2017,12,8,4,6.0
16406,1740128,2018-06-01 01:42:08,150,2017,4,1,3,6.0
16407,1740128,2018-06-25 02:21:36,150,2017,4,25,6,6.0
16408,1740128,2018-06-29 21:08:26,150,2017,4,29,3,6.0
16409,1740128,2018-07-04 18:05:43,150,2017,5,4,5,6.0
16410,1740128,2018-11-25 20:32:09,300,2017,9,25,6,12.0
16411,1740128,2018-12-04 05:01:57,300,2017,10,4,1,12.0
16412,1740128,2018-04-25 01:30:44,150,2017,2,23,5,6.0
16413,1740128,2018-05-01 15:47:10,150,2017,3,1,1,6.0
16414,1740128,2018-05-04 00:05:31,150,2017,3,4,2,6.0
16415,1740128,2018-05-11 00:02:50,150,2017,3,11,2,6.0
16416,1740128,2018-05-15 15:54:40,150,2017,3,15,3,6.0
16417,1740128,2018-05-21 17:10:46,150,2017,3,21,1,6.0
16418,1740128,2018-03-30 01:13:18,150,2017,1,28,6,6.0
16419,1740128,2018-04-04 01:56:24,500,2017,2,2,2,20.0
16420,1740128,2018-04-04 23:17:26,150,2017,2,2,1,6.0
16421,1740128,2018-04-09 06:50:50,150,2017,2,7,6,6.0
16422,1740128,2018-04-16 02:45:57,150,2017,2,14,6,6.0
16423,1740128,2018-04-20 17:29:21,150,2017,2,18,6,6.0
16424,1740128,2018-11-24 03:58:39,150,2017,9,24,6,6.0
16425,1740128,2018-03-21 08:06:20,150,2017,1,19,6,6.0
16426,1740128,2018-03-26 02:19:49,150,2017,1,24,2,6.0
16427,1740128,2018-03-29 02:38:51,150,2017,1,27,6,6.0
